Index_disease	Index_disease_id	Associated_disease	Associated_disease_id	Co-mentions
Leukemia	MESH:D007938	Lymphocytosis	MESH:D008218	260
Leukemia	MESH:D007938	Tuberculosis, Multidrug-Resistant	MESH:D018088	259
Lymphoma	MESH:D008223	Carcinoma, Non-Small-Cell Lung	MESH:D002289	259
Multiple Myeloma	MESH:D009101	Burkitt Lymphoma	MESH:D002051	259
Leukemia	MESH:D007938	Leukemia, Feline	MESH:D016582	257
Lymphoma	MESH:D008223	Sclerosis	MESH:D012598	254
Lymphoma	MESH:D008223	Retinoblastoma	MESH:D012175	252
Lymphoma	MESH:D008223	Muscle Weakness	MESH:D018908	252
Leukemia	MESH:D007938	Glioblastoma	MESH:D005909	251
Leukemia	MESH:D007938	Leukemia P388	MESH:D007941	249
Lymphoma	MESH:D008223	Exanthema	MESH:D005076	248
Leukemia	MESH:D007938	Kidney Diseases	MESH:D007674	246
Lymphoma	MESH:D008223	Ulcer	MESH:D014456	246
Multiple Myeloma	MESH:D009101	Nausea	MESH:D009325	244
Multiple Myeloma	MESH:D009101	Primary Myelofibrosis	MESH:D055728	242
Multiple Myeloma	MESH:D009101	Diarrhea	MESH:D003967	241
Lymphoma	MESH:D008223	Disseminated Intravascular Coagulation	MESH:D004211	240
Lymphoma	MESH:D008223	Gastrointestinal Hemorrhage	MESH:D006471	240
Multiple Myeloma	MESH:D009101	Bone Marrow Diseases	MESH:D001855	240
Multiple Myeloma	MESH:D009101	Immune System Diseases	MESH:D007154	240
Lymphoma	MESH:D008223	Lymphomatoid Papulosis	MESH:D017731	239
Leukemia	MESH:D007938	Obesity	MESH:D009765	238
Lymphoma	MESH:D008223	Classical Lissencephalies and Subcortical Band Heterotopias	MESH:D054221	238
Lymphoma	MESH:D008223	Primary Myelofibrosis	MESH:D055728	238
Multiple Myeloma	MESH:D009101	Osteolysis	MESH:D010014	238
Lymphoma	MESH:D008223	Cough	MESH:D003371	236
Lymphoma	MESH:D008223	Bacterial Infections	MESH:D001424	236
Leukemia	MESH:D007938	Heart Diseases	MESH:D006331	234
Lymphoma	MESH:D008223	Neoplasm Metastasis	MESH:D009362	234
Multiple Myeloma	MESH:D009101	Acquired Immunodeficiency Syndrome	MESH:D000163	234
Multiple Myeloma	MESH:D009101	Genetic Predisposition to Disease	MESH:D020022	234
Lymphoma	MESH:D008223	Amyloidosis	MESH:D000686	233
Lymphoma	MESH:D008223	Hereditary Breast and Ovarian Cancer Syndrome	MESH:D061325	232
Multiple Myeloma	MESH:D009101	Pneumonia	MESH:D011014	232
Leukemia	MESH:D007938	Scleroderma, Systemic	MESH:D012595	231
Leukemia	MESH:D007938	Aneuploidy	MESH:D000782	231
Lymphoma	MESH:D008223	Uveitis	MESH:D014605	231
Lymphoma	MESH:D008223	Myeloproliferative Disorders	MESH:D009196	231
Lymphoma	MESH:D008223	Tuberculosis, Lymph Node	MESH:D014388	231
Lymphoma	MESH:D008223	Peripheral Nervous System Diseases	MESH:D010523	230
Lymphoma	MESH:D008223	Brain Diseases	MESH:D001927	230
Lymphoma	MESH:D008223	Hepatomegaly	MESH:D006529	229
Leukemia	MESH:D007938	Rhabdomyosarcoma	MESH:D012208	228
Leukemia	MESH:D007938	Respiratory Insufficiency	MESH:D012131	228
Lymphoma	MESH:D008223	Acute Kidney Injury	MESH:D058186	228
Lymphoma	MESH:D008223	Lymphoma, Primary Effusion	MESH:D054685	227
Lymphoma	MESH:D008223	Bone Diseases	MESH:D001847	227
Lymphoma	MESH:D008223	Toxoplasmosis	MESH:D014123	227
Leukemia	MESH:D007938	Agranulocytosis	MESH:D000380	226
Lymphoma	MESH:D008223	Carcinoid Tumor	MESH:D002276	226
Lymphoma	MESH:D008223	Abscess	MESH:D000038	225
Leukemia	MESH:D007938	Carcinoma, Non-Small-Cell Lung	MESH:D002289	224
Leukemia	MESH:D007938	Necrosis	MESH:D009336	224
Leukemia	MESH:D007938	Meningitis, Fungal	MESH:D016921	224
Multiple Myeloma	MESH:D009101	Syndrome	MESH:D013577	224
Lymphoma	MESH:D008223	Gastrointestinal Stromal Tumors	MESH:D046152	223
Multiple Myeloma	MESH:D009101	Colorectal Neoplasms	MESH:D015179	223
Leukemia	MESH:D007938	Fanconi Anemia	MESH:D005199	222
Lymphoma	MESH:D008223	Murine Acquired Immunodeficiency Syndrome	MESH:D016183	221
Leukemia	MESH:D007938	Nervous System Diseases	MESH:D009422	220
Lymphoma	MESH:D008223	Immunoblastic Lymphadenopathy	MESH:D007119	220
Lymphoma	MESH:D008223	Marek Disease	MESH:D008380	220
Lymphoma	MESH:D008223	Leukemia, Biphenotypic, Acute	MESH:D015456	220
Leukemia	MESH:D007938	Communicable Diseases	MESH:D003141	219
Lymphoma	MESH:D008223	Histiocytic Necrotizing Lymphadenitis	MESH:D020042	219
Lymphoma	MESH:D008223	Immunologic Deficiency Syndromes	MESH:D007153	218
Multiple Myeloma	MESH:D009101	Bone Cysts	MESH:D001845	218
Leukemia	MESH:D007938	Cardiovascular Diseases	MESH:D002318	217
Leukemia	MESH:D007938	Fibrosis	MESH:D005355	217
Lymphoma	MESH:D008223	Cysts	MESH:D003560	217
Multiple Myeloma	MESH:D009101	Leukemia, Myeloid	MESH:D007951	216
Leukemia	MESH:D007938	Neoplasms, Germ Cell and Embryonal	MESH:D009373	215
Leukemia	MESH:D007938	Leukemia, Plasma Cell	MESH:D007952	215
Lymphoma	MESH:D008223	Sjogren's Syndrome	MESH:D012859	214
Leukemia	MESH:D007938	Bone Neoplasms	MESH:D001859	213
Leukemia	MESH:D007938	Multiple Sclerosis	MESH:D009103	212
Lymphoma	MESH:D008223	Trisomy	MESH:D014314	212
Lymphoma	MESH:D008223	Hashimoto Disease	MESH:D050031	212
Multiple Myeloma	MESH:D009101	Classical Lissencephalies and Subcortical Band Heterotopias	MESH:D054221	212
Multiple Myeloma	MESH:D009101	Diabetes Mellitus	MESH:D003920	212
Lymphoma	MESH:D008223	Orbital lymphoma	MESH:C537131	211
Lymphoma	MESH:D008223	Colitis, Ulcerative	MESH:D003093	211
Lymphoma	MESH:D008223	Heart Neoplasms	MESH:D006338	209
Leukemia	MESH:D007938	Opportunistic Infections	MESH:D009894	208
Lymphoma	MESH:D008223		OMIM:132850	208
Multiple Myeloma	MESH:D009101	HIV Infections	MESH:D015658	208
Leukemia	MESH:D007938	Recurrence	MESH:D012008	207
Leukemia	MESH:D007938	Leukemia, Large Granular Lymphocytic	MESH:D054066	207
Leukemia	MESH:D007938	Hypersensitivity	MESH:D006967	206
Lymphoma	MESH:D008223	Salivary Gland Neoplasms	MESH:D012468	206
Lymphoma	MESH:D008223	Anorexia	MESH:D000855	206
Leukemia	MESH:D007938	Preleukemia	MESH:D011289	203
Lymphoma	MESH:D008223		OMIM:610455	203
Multiple Myeloma	MESH:D009101	Chronic Disease	MESH:D002908	202
Multiple Myeloma	MESH:D009101	Spinal Cord Compression	MESH:D013117	201
Leukemia	MESH:D007938	Gastrointestinal Diseases	MESH:D005767	200
Leukemia	MESH:D007938	Neurodegenerative Diseases	MESH:D019636	199
Leukemia	MESH:D007938	Hypercalcemia	MESH:D006934	198
Lymphoma	MESH:D008223	Multiple Organ Failure	MESH:D009102	197
Multiple Myeloma	MESH:D009101	Multicystic renal dysplasia, bilateral	MESH:C537373	197
Leukemia	MESH:D007938	Nervous System Neoplasms	MESH:D009423	196
Leukemia	MESH:D007938	Lymphoma, Large-Cell, Anaplastic	MESH:D017728	196
Lymphoma	MESH:D008223	Eosinophilia	MESH:D004802	196
Lymphoma	MESH:D008223	Spinal Cord Diseases	MESH:D013118	194
Leukemia	MESH:D007938	Skin Diseases, Vesiculobullous	MESH:D012872	193
Lymphoma	MESH:D008223	Wounds and Injuries	MESH:D014947	193
Lymphoma	MESH:D008223	Thyroid Diseases	MESH:D013959	193
Lymphoma	MESH:D008223	Lymphomatoid Granulomatosis	MESH:D008230	192
Leukemia	MESH:D007938	Huntington Disease	MESH:D006816	191
Leukemia	MESH:D007938	Abdominal Pain	MESH:D015746	191
Leukemia	MESH:D007938	Invasive Pulmonary Aspergillosis	MESH:D055744	190
Multiple Myeloma	MESH:D009101		OMIM:153100	190
Leukemia	MESH:D007938	Virus Diseases	MESH:D014777	189
Leukemia	MESH:D007938	Cytomegalovirus Infections	MESH:D003586	188
Leukemia	MESH:D007938	Infertility	MESH:D007246	188
Leukemia	MESH:D007938	Exanthema	MESH:D005076	188
Multiple Myeloma	MESH:D009101	Lymphoma, T-Cell	MESH:D016399	188
Leukemia	MESH:D007938	Esophageal Neoplasms	MESH:D004938	187
Multiple Myeloma	MESH:D009101	Liver Diseases	MESH:D008107	187
Lymphoma	MESH:D008223	Neuroendocrine Tumors	MESH:D018358	186
Leukemia	MESH:D007938	Myositis	MESH:D009220	185
Leukemia	MESH:D007938	Severe Combined Immunodeficiency	MESH:D016511	185
Lymphoma	MESH:D008223	Demyelinating Diseases	MESH:D003711	184
Lymphoma	MESH:D008223	Herpes Zoster	MESH:D006562	183
Multiple Myeloma	MESH:D009101	Urinary Bladder Neoplasms	MESH:D001749	183
Lymphoma	MESH:D008223	Anemia, Aplastic	MESH:D000741	182
Leukemia	MESH:D007938	Genetic Predisposition to Disease	MESH:D020022	181
Leukemia	MESH:D007938	Paraproteinemias	MESH:D010265	181
Lymphoma	MESH:D008223	Jaundice	MESH:D007565	181
Lymphoma	MESH:D008223	Fibrosarcoma	MESH:D005354	181
Leukemia	MESH:D007938	Thrombocytosis	MESH:D013922	180
Lymphoma	MESH:D008223	Multi-centric Castleman's Disease	MESH:C537372	180
Lymphoma	MESH:D008223	HIV Enteropathy	MESH:D019053	179
Multiple Myeloma	MESH:D009101	Leukemia, Lymphoid	MESH:D007945	179
Multiple Myeloma	MESH:D009101	Venous Thromboembolism	MESH:D054556	179
Multiple Myeloma	MESH:D009101	Gastrointestinal Diseases	MESH:D005767	179
Lymphoma	MESH:D008223	Lipase deficiency combined	MESH:C535904	178
Lymphoma	MESH:D008223	Leukocytosis	MESH:D007964	178
Leukemia	MESH:D007938	Primary Graft Dysfunction	MESH:D055031	177
Leukemia	MESH:D007938	Enzootic Bovine Leukosis	MESH:D016583	177
Lymphoma	MESH:D008223	Leukemia, Promyelocytic, Acute	MESH:D015473	177
Leukemia	MESH:D007938	Headache	MESH:D006261	176
Leukemia	MESH:D007938	Multiple Organ Failure	MESH:D009102	176
Lymphoma	MESH:D008223	Arthralgia	MESH:D018771	176
Lymphoma	MESH:D008223	Thrombosis	MESH:D013927	176
Lymphoma	MESH:D008223	Granulomatous Disease, Chronic	MESH:D006105	176
Multiple Myeloma	MESH:D009101	Hypertension	MESH:D006973	176
Leukemia	MESH:D007938	Lymphoma, T-Cell, Peripheral	MESH:D016411	175
Lymphoma	MESH:D008223	Hemangiosarcoma	MESH:D006394	175
Lymphoma	MESH:D008223	Mesothelioma	MESH:D008654	175
Multiple Myeloma	MESH:D009101	Thrombosis	MESH:D013927	175
Multiple Myeloma	MESH:D009101	Infections	MESH:D007239	175
Multiple Myeloma	MESH:D009101	Stomach Neoplasms	MESH:D013274	175
Lymphoma	MESH:D008223	Glomerulonephritis	MESH:D005921	174
Lymphoma	MESH:D008223	Chest Pain	MESH:D002637	173
Lymphoma	MESH:D008223	Cryoglobulinemia	MESH:D003449	173
Lymphoma	MESH:D008223	Thyroid Nodule	MESH:D016606	172
Lymphoma	MESH:D008223	Adenomatous Polyposis Coli	MESH:D011125	172
Multiple Myeloma	MESH:D009101	Heavy Chain Disease	MESH:D006362	172
Leukemia	MESH:D007938	Wounds and Injuries	MESH:D014947	171
Lymphoma	MESH:D008223	Astrocytoma	MESH:D001254	171
Lymphoma	MESH:D008223	Multiple Sclerosis	MESH:D009103	171
Lymphoma	MESH:D008223	Peptic Ulcer	MESH:D010437	171
Leukemia	MESH:D007938	Depressive Disorder	MESH:D003866	170
Leukemia	MESH:D007938	Hepatomegaly	MESH:D006529	169
Multiple Myeloma	MESH:D009101	Kidney Neoplasms	MESH:D007680	169
Multiple Myeloma	MESH:D009101	Heart Diseases	MESH:D006331	169
Multiple Myeloma	MESH:D009101	Myeloproliferative Disorders	MESH:D009196	169
Multiple Myeloma	MESH:D009101	Kidney Failure, Chronic	MESH:D007676	169
Multiple Myeloma	MESH:D009101	Sepsis	MESH:D018805	169
Leukemia	MESH:D007938	Vomiting	MESH:D014839	168
Leukemia	MESH:D007938	Histiocytosis, Langerhans-Cell	MESH:D006646	168
Lymphoma	MESH:D008223	Rectal Neoplasms	MESH:D012004	168
Lymphoma	MESH:D008223	Neoplastic Syndromes, Hereditary	MESH:D009386	168
Lymphoma	MESH:D008223	HTLV-I Infections	MESH:D015490	168
Lymphoma	MESH:D008223	Anemia, Hemolytic, Autoimmune	MESH:D000744	168
Multiple Myeloma	MESH:D009101	Venous Thrombosis	MESH:D020246	168
Leukemia	MESH:D007938	Fibrosarcoma	MESH:D005354	167
Lymphoma	MESH:D008223	Cardiovascular Diseases	MESH:D002318	166
Lymphoma	MESH:D008223	Psoriasis	MESH:D011565	166
Lymphoma	MESH:D008223	Intestinal Diseases	MESH:D007410	166
Multiple Myeloma	MESH:D009101	Carcinoma, Renal Cell	MESH:D002292	166
Leukemia	MESH:D007938	Aspergillosis	MESH:D001228	165
Lymphoma	MESH:D008223	Pericardial Effusion	MESH:D010490	165
Lymphoma	MESH:D008223	Hypersensitivity	MESH:D006967	165
Lymphoma	MESH:D008223	Esophageal Perforation	MESH:D004939	165
Multiple Myeloma	MESH:D009101	Back Pain	MESH:D001416	165
Leukemia	MESH:D007938	Gastrointestinal Neoplasms	MESH:D005770	164
Leukemia	MESH:D007938	Eosinophilia	MESH:D004802	163
Leukemia	MESH:D007938	Weight Loss	MESH:D015431	163
Leukemia	MESH:D007938	Small Cell Lung Carcinoma	MESH:D055752	163
Lymphoma	MESH:D008223	Liver Cirrhosis	MESH:D008103	163
Multiple Myeloma	MESH:D009101	Epstein-Barr Virus Infections	MESH:D020031	163
Leukemia	MESH:D007938	Growth Disorders	MESH:D006130	162
Multiple Myeloma	MESH:D009101	Leukemia, Hairy Cell	MESH:D007943	162
Leukemia	MESH:D007938	Arthralgia	MESH:D018771	161
Lymphoma	MESH:D008223	Splenic Diseases	MESH:D013158	161
Multiple Myeloma	MESH:D009101	Polyneuropathies	MESH:D011115	161
Leukemia	MESH:D007938	Chromosome Disorders	MESH:D025063	160
Leukemia	MESH:D007938	Mycosis Fungoides	MESH:D009182	160
Lymphoma	MESH:D008223	Adrenal Gland Neoplasms	MESH:D000310	160
Lymphoma	MESH:D008223	Mucositis	MESH:D052016	160
Lymphoma	MESH:D008223	Hypertension	MESH:D006973	160
Multiple Myeloma	MESH:D009101	Sarcoma	MESH:D012509	160
Multiple Myeloma	MESH:D009101	Carcinoma, Hepatocellular	MESH:D006528	160
Leukemia	MESH:D007938	Neoplasm, Residual	MESH:D018365	159
Lymphoma	MESH:D008223	Isobutyryl-CoA dehydrogenase deficiency	MESH:C535541	159
Lymphoma	MESH:D008223	Aneuploidy	MESH:D000782	159
Lymphoma	MESH:D008223	Severe Combined Immunodeficiency	MESH:D016511	159
Lymphoma	MESH:D008223	Leiomyosarcoma	MESH:D007890	158
Lymphoma	MESH:D008223	Hemangioma	MESH:D006391	158
Lymphoma	MESH:D008223	Leukoencephalopathy, Progressive Multifocal	MESH:D007968	158
Leukemia	MESH:D007938	Flavivirus Infections	MESH:D018177	157
Leukemia	MESH:D007938	Hypertension	MESH:D006973	157
Lymphoma	MESH:D008223	Vascular Diseases	MESH:D014652	157
Lymphoma	MESH:D008223	Depressive Disorder	MESH:D003866	157
Lymphoma	MESH:D008223	Virus Diseases	MESH:D014777	157
Lymphoma	MESH:D008223	Liver Failure	MESH:D017093	157
Lymphoma	MESH:D008223	Arthritis	MESH:D001168	157
Leukemia	MESH:D007938	Hepatitis	MESH:D006505	156
Leukemia	MESH:D007938	Stomatitis	MESH:D013280	156
Leukemia	MESH:D007938	Stroke	MESH:D020521	156
Multiple Myeloma	MESH:D009101	Acute Disease	MESH:D000208	156
Leukemia	MESH:D007938	Carcinoma, Ehrlich Tumor	MESH:D002286	155
Lymphoma	MESH:D008223	Lymphopenia	MESH:D008231	155
Multiple Myeloma	MESH:D009101	Constipation	MESH:D003248	155
Leukemia	MESH:D007938	Neurologic Manifestations	MESH:D009461	154
Leukemia	MESH:D007938	Hepatitis B	MESH:D006509	154
Leukemia	MESH:D007938	Leukemia, Prolymphocytic	MESH:D015463	154
Lymphoma	MESH:D008223	Superior Vena Cava Syndrome	MESH:D013479	154
Lymphoma	MESH:D008223	Composite Lymphoma	MESH:D058617	154
Multiple Myeloma	MESH:D009101	Shoulder Fractures	MESH:D012784	154
Multiple Myeloma	MESH:D009101	Sarcoma, Kaposi	MESH:D012514	153
Lymphoma	MESH:D008223	Stroke	MESH:D020521	152
Leukemia	MESH:D007938	Metabolic Diseases	MESH:D008659	151
Leukemia	MESH:D007938	Acute Kidney Injury	MESH:D058186	151
Leukemia	MESH:D007938	Respiratory Tract Infections	MESH:D012141	151
Lymphoma	MESH:D008223	Sarcoma, Myeloid	MESH:D023981	151
Multiple Myeloma	MESH:D009101	Weight Loss	MESH:D015431	151
Leukemia	MESH:D007938	Carcinoma, Large Cell	MESH:D018287	150
Lymphoma	MESH:D008223	Flavivirus Infections	MESH:D018177	150
Lymphoma	MESH:D008223	Autoimmune Lymphoproliferative Syndrome	MESH:D056735	149
Lymphoma	MESH:D008223	Paraneoplastic Syndromes	MESH:D010257	149
Lymphoma	MESH:D008223	Ascites	MESH:D001201	149
Multiple Myeloma	MESH:D009101		OMIM:131440	149
Multiple Myeloma	MESH:D009101	Dyspnea	MESH:D004417	148
Leukemia	MESH:D007938	Plasmacytoma	MESH:D010954	147
Lymphoma	MESH:D008223	Meningitis	MESH:D008581	147
Lymphoma	MESH:D008223	Enteropathy-Associated T-Cell Lymphoma	MESH:D058527	147
Leukemia	MESH:D007938	Edema	MESH:D004487	146
Lymphoma	MESH:D008223	Cataract	MESH:D002386	146
Multiple Myeloma	MESH:D009101	Plasmacytoma anaplastic	MESH:C537514	146
Multiple Myeloma	MESH:D009101	Osteonecrosis	MESH:D010020	146
Lymphoma	MESH:D008223	Cross Infection	MESH:D003428	145
Lymphoma	MESH:D008223	Leukemia, Monocytic, Acute	MESH:D007948	145
Leukemia	MESH:D007938	Lupus Erythematosus, Systemic	MESH:D008180	144
Leukemia	MESH:D007938	Lymphoma, B-Cell, Marginal Zone	MESH:D018442	144
Leukemia	MESH:D007938	Bone Diseases	MESH:D001847	144
Lymphoma	MESH:D008223	Deglutition Disorders	MESH:D003680	144
Lymphoma	MESH:D008223	Enterocolitis, Neutropenic	MESH:D044504	144
Multiple Myeloma	MESH:D009101	Pancreatic Neoplasms	MESH:D010190	144
Leukemia	MESH:D007938	Carcinoma, Renal Cell	MESH:D002292	143
Leukemia	MESH:D007938	Mastocytosis, Systemic	MESH:D034721	143
Leukemia	MESH:D007938	Candidiasis	MESH:D002177	143
Lymphoma	MESH:D008223	Leukemia, Large Granular Lymphocytic	MESH:D054066	143
Multiple Myeloma	MESH:D009101	Muscle Weakness	MESH:D018908	143
Leukemia	MESH:D007938	Neoplastic Syndromes, Hereditary	MESH:D009386	142
Leukemia	MESH:D007938	Arthritis	MESH:D001168	142
Lymphoma	MESH:D008223	Neurilemmoma	MESH:D009442	142
Lymphoma	MESH:D008223	Atrophy	MESH:D001284	142
Multiple Myeloma	MESH:D009101	Hemorrhage	MESH:D006470	142
Lymphoma	MESH:D008223	Pulmonary Embolism	MESH:D011655	141
Lymphoma	MESH:D008223	Kotzot-Richter syndrome	MESH:C537025	141
Lymphoma	MESH:D008223	Pneumonia, Pneumocystis	MESH:D011020	141
Multiple Myeloma	MESH:D009101	Fractures, Compression	MESH:D050815	141
Multiple Myeloma	MESH:D009101	Nephrotic Syndrome	MESH:D009404	141
Lymphoma	MESH:D008223	Neoplasms, Plasma Cell	MESH:D054219	140
Lymphoma	MESH:D008223	Mouth Neoplasms	MESH:D009062	140
Lymphoma	MESH:D008223	Breast Diseases	MESH:D001941	140
Lymphoma	MESH:D008223	Paraganglioma	MESH:D010235	139
Lymphoma	MESH:D008223	Pituitary Neoplasms	MESH:D010911	139
Leukemia	MESH:D007938	Leukemia, Prolymphocytic, T-Cell	MESH:D015461	138
Leukemia	MESH:D007938	Herpes Zoster	MESH:D006562	138
Lymphoma	MESH:D008223	Obesity	MESH:D009765	138
Lymphoma	MESH:D008223	Leukemia L5178	MESH:D007940	138
Leukemia	MESH:D007938	Hemorrhagic Disorders	MESH:D006474	137
Leukemia	MESH:D007938	Tumor Lysis Syndrome	MESH:D015275	137
Lymphoma	MESH:D008223	Polyps	MESH:D011127	137
Multiple Myeloma	MESH:D009101	Lymphoma, B-Cell, Marginal Zone	MESH:D018442	137
Leukemia	MESH:D007938	Postoperative Complications	MESH:D011183	136
Leukemia	MESH:D007938	Dyspnea	MESH:D004417	136
Leukemia	MESH:D007938	Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative	MESH:D054438	136
Leukemia	MESH:D007938	Respiratory Distress Syndrome	MESH:D012128	136
Lymphoma	MESH:D008223	MPTP Poisoning	MESH:D020267	136
Lymphoma	MESH:D008223	Adenoma, Pleomorphic	MESH:D008949	136
Leukemia	MESH:D007938	Anxiety Disorders	MESH:D001008	135
Leukemia	MESH:D007938	Medulloblastoma	MESH:D008527	135
Leukemia	MESH:D007938	Carcinoma, Lewis Lung	MESH:D018827	135
Lymphoma	MESH:D008223	Paresis	MESH:D010291	135
Lymphoma	MESH:D008223	Lipoma	MESH:D008067	135
Multiple Myeloma	MESH:D009101	Mucositis	MESH:D052016	135
Multiple Myeloma	MESH:D009101	Lung Diseases	MESH:D008171	135
Leukemia	MESH:D007938	Immunologic Deficiency Syndromes	MESH:D007153	134
Leukemia	MESH:D007938	Melanoma, Experimental	MESH:D008546	134
Lymphoma	MESH:D008223	Encephalitis	MESH:D004660	134
Leukemia	MESH:D007938	Thymoma	MESH:D013945	133
Lymphoma	MESH:D008223	Abdominal Neoplasms	MESH:D000008	132
Multiple Myeloma	MESH:D009101	Inflammation	MESH:D007249	132
Multiple Myeloma	MESH:D009101	Carcinoma, Squamous Cell	MESH:D002294	132
Lymphoma	MESH:D008223		OMIM:153100	131
Lymphoma	MESH:D008223	Peripheral Arterial Disease	MESH:D058729	131
Multiple Myeloma	MESH:D009101	POEMS Syndrome	MESH:D016878	131
Leukemia	MESH:D007938		OMIM:610455	130
Lymphoma	MESH:D008223	Teratoma	MESH:D013724	130
Lymphoma	MESH:D008223	Intestinal Neoplasms	MESH:D007414	130
Multiple Myeloma	MESH:D009101	Exanthema	MESH:D005076	130
Lymphoma	MESH:D008223	Potocki-Shaffer syndrome	MESH:C538356	129
Lymphoma	MESH:D008223	Stomach Ulcer	MESH:D013276	129
Multiple Myeloma	MESH:D009101	Huntington Disease	MESH:D006816	129
Multiple Myeloma	MESH:D009101	Glomerulonephritis	MESH:D005921	129
Leukemia	MESH:D007938	Nasopharyngeal Neoplasms	MESH:D009303	128
Leukemia	MESH:D007938	Asthma	MESH:D001249	128
Lymphoma	MESH:D008223	Multicystic renal dysplasia, bilateral	MESH:C537373	128
Lymphoma	MESH:D008223	Rheumatic Diseases	MESH:D012216	128
Multiple Myeloma	MESH:D009101	Lupus Erythematosus, Systemic	MESH:D008180	128
Leukemia	MESH:D007938	Mucormycosis	MESH:D009091	127
Lymphoma	MESH:D008223	Proteinuria	MESH:D011507	127
Lymphoma	MESH:D008223	Respiratory Tract Infections	MESH:D012141	127
Multiple Myeloma	MESH:D009101	Skin Diseases	MESH:D012871	127
Leukemia	MESH:D007938	Anemia, Sickle Cell	MESH:D000755	126
Leukemia	MESH:D007938	Polycythemia	MESH:D011086	126
Lymphoma	MESH:D008223	Mastocytosis, Systemic	MESH:D034721	126
Leukemia	MESH:D007938		MESH:C537112	125
Lymphoma	MESH:D008223	Submandibular Gland Neoplasms	MESH:D013365	125
Lymphoma	MESH:D008223	Infarction	MESH:D007238	125
Lymphoma	MESH:D008223	Myocardial Infarction	MESH:D009203	125
Lymphoma	MESH:D008223	Granuloma, Plasma Cell	MESH:D006104	125
Lymphoma	MESH:D008223	Diplopia	MESH:D004172	124
Lymphoma	MESH:D008223	Tumor Lysis Syndrome	MESH:D015275	124
Lymphoma	MESH:D008223	Intestinal Perforation	MESH:D007416	124
Multiple Myeloma	MESH:D009101	Pleural Effusion, Malignant	MESH:D016066	124
Multiple Myeloma	MESH:D009101	Uterine Cervical Neoplasms	MESH:D002583	124
Multiple Myeloma	MESH:D009101	Leukopenia	MESH:D007970	124
Leukemia	MESH:D007938	Tuberculosis	MESH:D014376	123
Leukemia	MESH:D007938	MPTP Poisoning	MESH:D020267	123
Leukemia	MESH:D007938	Acrocephalosyndactylia	MESH:D000168	123
Lymphoma	MESH:D008223	Enzootic Bovine Leukosis	MESH:D016583	123
Lymphoma	MESH:D008223	Venous Thrombosis	MESH:D020246	123
Lymphoma	MESH:D008223	Angiolymphoid Hyperplasia with Eosinophilia	MESH:D000796	123
Multiple Myeloma	MESH:D009101	Edema	MESH:D004487	123
Leukemia	MESH:D007938		OMIM:259720	122
Leukemia	MESH:D007938	Lymphohistiocytosis, Hemophagocytic	MESH:D051359	122
Leukemia	MESH:D007938	Brain Injuries	MESH:D001930	121
Leukemia	MESH:D007938	Sarcoma, Avian	MESH:D001357	121
Lymphoma	MESH:D008223	Bacteremia	MESH:D016470	121
Leukemia	MESH:D007938	Head and Neck Neoplasms	MESH:D006258	120
Lymphoma	MESH:D008223	Orbital Neoplasms	MESH:D009918	120
Multiple Myeloma	MESH:D009101	Brain Neoplasms	MESH:D001932	120
